timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
3601.565293,-3.6912751677852356,-40.72517078297425,-66.70822942643392,45.16971279373368,34.13413413413414
3601.598698,-3.6912751677852356,-40.72517078297425,-66.70822942643392,45.16971279373368,34.13413413413414
3601.633887,-3.6912751677852356,-40.72517078297425,-67.33167082294264,45.16971279373368,34.13413413413414
3601.667279,-3.6912751677852356,-40.72517078297425,-68.32917705735662,45.16971279373368,33.53353353353356
3601.700672,-3.6912751677852356,-40.935365212821864,-69.32668329177058,45.16971279373368,33.13313313313313
3601.735914,-3.6912751677852356,-41.14555964266947,-70.19950124688279,45.16971279373368,32.93293293293294
3601.769308,-3.8031319910514583,-41.25065685759327,-70.94763092269326,45.16971279373368,32.93293293293294
3601.802704,-3.914988814317681,-41.25065685759327,-71.44638403990025,45.16971279373368,32.93293293293294
3601.83716,-3.914988814317681,-41.35575407251708,-71.69576059850374,45.06527415143603,32.93293293293294
3601.870554,-3.914988814317681,-41.35575407251708,-72.06982543640898,44.856396866840726,32.93293293293294
3601.90395,-3.914988814317681,-41.46085128744088,-72.19451371571073,44.751958224543074,33.333333333333314
3601.939361,-3.8031319910514583,-41.46085128744088,-72.19451371571073,44.751958224543074,33.333333333333314
3601.972754,-3.8031319910514583,-41.46085128744088,-72.19451371571073,44.751958224543074,33.53353353353356
3602.006148,-3.8031319910514583,-41.46085128744088,-72.19451371571073,44.64751958224542,33.73373373373374
3602.040719,-3.8031319910514583,-41.46085128744088,-72.19451371571073,44.64751958224542,33.93393393393393
3602.074113,-3.8031319910514583,-41.46085128744088,-72.19451371571073,44.64751958224542,33.93393393393393
3602.107506,-3.8031319910514583,-41.46085128744088,-72.31920199501246,44.64751958224542,33.73373373373374
3602.141906,-3.8031319910514583,-41.46085128744088,-72.31920199501246,44.5430809399478,33.13313313313313
3602.175301,-3.8031319910514583,-41.46085128744088,-72.31920199501246,44.5430809399478,33.13313313313313
3602.208695,-3.6912751677852356,-41.46085128744088,-72.31920199501246,44.5430809399478,33.13313313313313
3602.243164,-3.6912751677852356,-41.56594850236469,-72.31920199501246,44.5430809399478,33.13313313313313
3602.276558,-3.6912751677852356,-41.56594850236469,-72.31920199501246,44.5430809399478,33.53353353353356
3602.309988,-3.6912751677852356,-41.56594850236469,-72.31920199501246,44.5430809399478,33.53353353353356
3602.345507,-3.6912751677852356,-41.56594850236469,-72.31920199501246,44.43864229765012,32.93293293293294
3602.378902,-3.6912751677852356,-41.56594850236469,-72.19451371571073,44.43864229765012,32.93293293293294
3602.413081,-3.6912751677852356,-41.56594850236469,-71.82044887780549,44.33420365535247,32.73273273273273
3602.446475,-3.6912751677852356,-41.56594850236469,-71.07231920199501,44.229765013054816,32.73273273273273
3602.479868,-3.6912751677852356,-41.56594850236469,-70.82294264339153,43.81201044386421,32.73273273273273
3602.513264,-3.6912751677852356,-41.56594850236469,-70.57356608478803,42.76762402088772,32.73273273273273
3602.548046,-3.6912751677852356,-41.67104571728849,-70.07481296758104,41.09660574412533,32.73273273273273
3602.581457,-3.6912751677852356,-41.67104571728849,-69.45137157107231,39.112271540469976,32.73273273273273
3602.614853,-3.6912751677852356,-41.67104571728849,-68.70324189526184,37.023498694516974,32.73273273273273
3602.64825,-3.579418344519013,-41.67104571728849,-67.33167082294264,34.30809399477809,32.73273273273273
3602.681645,-3.579418344519013,-41.67104571728849,-65.83541147132169,31.801566579634454,32.73273273273273
3602.715042,-3.579418344519013,-41.56594850236469,-63.84039900249376,28.668407310704964,32.73273273273273
3602.748436,-3.579418344519013,-41.56594850236469,-61.84538653366584,25.117493472584854,32.73273273273273
3602.782957,-3.579418344519013,-41.56594850236469,-59.72568578553616,21.25326370757182,32.73273273273273
3602.816354,-3.579418344519013,-41.56594850236469,-57.85536159600998,17.389033942558754,32.73273273273273
3602.849749,-3.579418344519013,-41.56594850236469,-56.10972568578554,13.52480417754569,32.73273273273273
3602.883146,-3.579418344519013,-41.56594850236469,-54.738154613466335,9.765013054830291,32.73273273273273
3602.916541,-3.579418344519013,-41.56594850236469,-53.49127182044888,6.10966057441253,32.53253253253254
3602.949951,-3.579418344519013,-41.56594850236469,-52.36907730673317,3.1853785900783294,32.53253253253254
3602.983343,-3.579418344519013,-41.56594850236469,-51.49625935162095,0.7832898172323723,32.53253253253254
3603.017449,-3.579418344519013,-41.56594850236469,-50.748129675810475,-0.9921671018276754,32.53253253253254
3603.050844,-3.579418344519013,-41.56594850236469,-50.37406483790524,-1.7232375979112362,32.53253253253254
3603.084242,-3.579418344519013,-41.56594850236469,-50.12468827930174,-2.3498694516971312,32.53253253253254
3603.117634,-3.579418344519013,-41.56594850236469,-50.0,-2.4543080939947686,32.53253253253254
3603.151028,-3.6912751677852356,-41.56594850236469,-50.0,-2.140992167101828,32.53253253253254
3603.184423,-3.6912751677852356,-41.56594850236469,-50.0,-2.140992167101828,32.53253253253254
